areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate,newFirstEpisodesBySpecimenDate,cumFirstEpisodesBySpecimenDate,newReinfectionsBySpecimenDate,cumReinfectionsBySpecimenDate
nation,England,E92000001,2022-06-30,13504,19144946,10512,18071090,2992,1073856
nation,England,E92000001,2022-06-29,20401,19131442,15989,18060578,4412,1070864
nation,England,E92000001,2022-06-28,21309,19111041,16881,18044589,4428,1066452
nation,England,E92000001,2022-06-27,21629,19089732,17051,18027708,4578,1062024
nation,England,E92000001,2022-06-26,17941,19068103,14315,18010657,3626,1057446
nation,England,E92000001,2022-06-25,14365,19050162,11750,17996342,2615,1053820
nation,England,E92000001,2022-06-24,15488,19035797,12550,17984592,2938,1051205
nation,England,E92000001,2022-06-23,16586,19020309,13390,17972042,3196,1048267
nation,England,E92000001,2022-06-22,17666,19003723,14373,17958652,3293,1045071
nation,England,E92000001,2022-06-21,17437,18986057,14111,17944279,3326,1041778
nation,England,E92000001,2022-06-20,16829,18968620,13527,17930168,3302,1038452
nation,England,E92000001,2022-06-19,14469,18951791,11807,17916641,2662,1035150
nation,England,E92000001,2022-06-18,11578,18937322,9603,17904834,1975,1032488
nation,England,E92000001,2022-06-17,11562,18925744,9555,17895231,2007,1030513
nation,England,E92000001,2022-06-16,11835,18914182,9587,17885676,2248,1028506
nation,England,E92000001,2022-06-15,12330,18902347,10053,17876089,2277,1026258
nation,England,E92000001,2022-06-14,12583,18890017,10333,17866036,2250,1023981
nation,England,E92000001,2022-06-13,12886,18877434,10410,17855703,2476,1021731
nation,England,E92000001,2022-06-12,10682,18864548,8803,17845293,1879,1019255
nation,England,E92000001,2022-06-11,8430,18853866,7011,17836490,1419,1017376
nation,England,E92000001,2022-06-10,9130,18845436,7617,17829479,1513,1015957
nation,England,E92000001,2022-06-09,9532,18836306,7848,17821862,1684,1014444
nation,England,E92000001,2022-06-08,9938,18826774,8170,17814014,1768,1012760
nation,England,E92000001,2022-06-07,9438,18816836,7771,17805844,1667,1010992
nation,England,E92000001,2022-06-06,9770,18807398,8025,17798073,1745,1009325
nation,England,E92000001,2022-06-05,8321,18797628,6910,17790048,1411,1007580
nation,England,E92000001,2022-06-04,6252,18789307,5334,17783138,918,1006169
nation,England,E92000001,2022-06-03,5557,18783055,4769,17777804,788,1005251
nation,England,E92000001,2022-06-02,5056,18777498,4309,17773035,747,1004463
nation,England,E92000001,2022-06-01,5690,18772442,4934,17768726,756,1003716
nation,England,E92000001,2022-05-31,5720,18766752,4891,17763792,829,1002960
nation,England,E92000001,2022-05-30,5911,18761032,5025,17758901,886,1002131
nation,England,E92000001,2022-05-29,4673,18755121,3979,17753876,694,1001245
nation,England,E92000001,2022-05-28,4140,18750448,3551,17749897,589,1000551
nation,England,E92000001,2022-05-27,4466,18746308,3800,17746346,666,999962
nation,England,E92000001,2022-05-26,4801,18741842,3985,17742546,816,999296
nation,England,E92000001,2022-05-25,5175,18737041,4290,17738561,885,998480
nation,England,E92000001,2022-05-24,5584,18731866,4642,17734271,942,997595
nation,England,E92000001,2022-05-23,6230,18726282,5106,17729629,1124,996653
nation,England,E92000001,2022-05-22,5141,18720052,4332,17724523,809,995529
nation,England,E92000001,2022-05-21,4226,18714911,3575,17720191,651,994720
nation,England,E92000001,2022-05-20,5024,18710685,4216,17716616,808,994069
nation,England,E92000001,2022-05-19,5762,18705661,4710,17712400,1052,993261
nation,England,E92000001,2022-05-18,6379,18699899,5308,17707690,1071,992209
nation,England,E92000001,2022-05-17,6809,18693520,5655,17702382,1154,991138
nation,England,E92000001,2022-05-16,7859,18686711,6432,17696727,1427,989984
nation,England,E92000001,2022-05-15,6700,18678852,5609,17690295,1091,988557
nation,England,E92000001,2022-05-14,5123,18672152,4298,17684686,825,987466
nation,England,E92000001,2022-05-13,5746,18667029,4867,17680388,879,986641
nation,England,E92000001,2022-05-12,6353,18661283,5320,17675521,1033,985762
nation,England,E92000001,2022-05-11,7239,18654930,6039,17670201,1200,984729
nation,England,E92000001,2022-05-10,8120,18647691,6743,17664162,1377,983529
nation,England,E92000001,2022-05-09,8853,18639571,7309,17657419,1544,982152
nation,England,E92000001,2022-05-08,7649,18630718,6402,17650110,1247,980608
nation,England,E92000001,2022-05-07,6353,18623069,5443,17643708,910,979361
nation,England,E92000001,2022-05-06,7491,18616716,6346,17638265,1145,978451
nation,England,E92000001,2022-05-05,8570,18609225,7192,17631919,1378,977306
nation,England,E92000001,2022-05-04,9771,18600655,8229,17624727,1542,975928
nation,England,E92000001,2022-05-03,11128,18590884,9280,17616498,1848,974386
nation,England,E92000001,2022-05-02,10320,18579756,8721,17607218,1599,972538
nation,England,E92000001,2022-05-01,7711,18569436,6630,17598497,1081,970939
nation,England,E92000001,2022-04-30,6866,18561725,5944,17591867,922,969858
nation,England,E92000001,2022-04-29,7977,18554859,6844,17585923,1133,968936
nation,England,E92000001,2022-04-28,9041,18546882,7704,17579079,1337,967803
nation,England,E92000001,2022-04-27,10108,18537841,8616,17571375,1492,966466
nation,England,E92000001,2022-04-26,11292,18527733,9629,17562759,1663,964974
nation,England,E92000001,2022-04-25,13409,18516441,11287,17553130,2122,963311
nation,England,E92000001,2022-04-24,11872,18503032,10252,17541843,1620,961189
nation,England,E92000001,2022-04-23,10569,18491160,9259,17531591,1310,959569
nation,England,E92000001,2022-04-22,12516,18480591,10840,17522332,1676,958259
nation,England,E92000001,2022-04-21,14509,18468075,12560,17511492,1949,956583
nation,England,E92000001,2022-04-20,16952,18453566,14752,17498932,2200,954634
nation,England,E92000001,2022-04-19,20579,18436614,17764,17484180,2815,952434
nation,England,E92000001,2022-04-18,20526,18416035,17836,17466416,2690,949619
nation,England,E92000001,2022-04-17,16261,18395509,14387,17448580,1874,946929
nation,England,E92000001,2022-04-16,16085,18379248,14354,17434193,1731,945055
nation,England,E92000001,2022-04-15,17300,18363163,15374,17419839,1926,943324
nation,England,E92000001,2022-04-14,21434,18345863,18975,17404465,2459,941398
nation,England,E92000001,2022-04-13,25493,18324429,22600,17385490,2893,938939
nation,England,E92000001,2022-04-12,27369,18298936,24166,17362890,3203,936046
nation,England,E92000001,2022-04-11,30588,18271567,26927,17338724,3661,932843
nation,England,E92000001,2022-04-10,25626,18240979,22855,17311797,2771,929182
nation,England,E92000001,2022-04-09,23008,18215353,20501,17288942,2507,926411
nation,England,E92000001,2022-04-08,27381,18192345,24298,17268441,3083,923904
nation,England,E92000001,2022-04-07,31727,18164964,27957,17244143,3770,920821
nation,England,E92000001,2022-04-06,36873,18133237,32583,17216186,4290,917051
nation,England,E92000001,2022-04-05,40371,18096364,35722,17183603,4649,912761
nation,England,E92000001,2022-04-04,45177,18055993,39835,17147881,5342,908112
nation,England,E92000001,2022-04-03,35620,18010816,31754,17108046,3866,902770
nation,England,E92000001,2022-04-02,31619,17975196,28267,17076292,3352,898904
nation,England,E92000001,2022-04-01,40369,17943577,35924,17048025,4445,895552
nation,England,E92000001,2022-03-31,45886,17903208,40703,17012101,5183,891107
nation,England,E92000001,2022-03-30,62777,17857322,55365,16971398,7412,885924
nation,England,E92000001,2022-03-29,67458,17794545,59389,16916033,8069,878512
nation,England,E92000001,2022-03-28,78955,17727087,69260,16856644,9695,870443
nation,England,E92000001,2022-03-27,57991,17648132,51339,16787384,6652,860748
nation,England,E92000001,2022-03-26,51782,17590141,46262,16736045,5520,854096
nation,England,E92000001,2022-03-25,60274,17538359,53567,16689783,6707,848576
nation,England,E92000001,2022-03-24,68617,17478085,60946,16636216,7671,841869
nation,England,E92000001,2022-03-23,77593,17409468,68830,16575270,8763,834198
nation,England,E92000001,2022-03-22,81852,17331875,72555,16506440,9297,825435
nation,England,E92000001,2022-03-21,89947,17250023,79386,16433885,10561,816138
nation,England,E92000001,2022-03-20,66917,17160076,59483,16354499,7434,805577
nation,England,E92000001,2022-03-19,55225,17093159,49591,16295016,5634,798143
nation,England,E92000001,2022-03-18,61921,17037934,55432,16245425,6489,792509
nation,England,E92000001,2022-03-17,67694,16976013,60470,16189993,7224,786020
nation,England,E92000001,2022-03-16,73979,16908319,66043,16129523,7936,778796
nation,England,E92000001,2022-03-15,74081,16834340,66251,16063480,7830,770860
nation,England,E92000001,2022-03-14,79549,16760259,70955,15997229,8594,763030
nation,England,E92000001,2022-03-13,60273,16680710,53993,15926274,6280,754436
nation,England,E92000001,2022-03-12,49163,16620437,44263,15872281,4900,748156
nation,England,E92000001,2022-03-11,52289,16571274,47074,15828018,5215,743256
nation,England,E92000001,2022-03-10,54301,16518985,48776,15780944,5525,738041
nation,England,E92000001,2022-03-09,55484,16464684,49867,15732168,5617,732516
nation,England,E92000001,2022-03-08,52357,16409200,47069,15682301,5288,726899
nation,England,E92000001,2022-03-07,51009,16356843,45565,15635232,5444,721611
nation,England,E92000001,2022-03-06,35911,16305834,32394,15589667,3517,716167
nation,England,E92000001,2022-03-05,28504,16269923,25908,15557273,2596,712650
nation,England,E92000001,2022-03-04,30595,16241419,27706,15531365,2889,710054
nation,England,E92000001,2022-03-03,31523,16210824,28478,15503659,3045,707165
nation,England,E92000001,2022-03-02,33352,16179301,30077,15475181,3275,704120
nation,England,E92000001,2022-03-01,31848,16145949,28971,15445104,2877,700845
nation,England,E92000001,2022-02-28,31856,16114101,28804,15416133,3052,697968
nation,England,E92000001,2022-02-27,22166,16082245,20134,15387329,2032,694916
nation,England,E92000001,2022-02-26,17606,16060079,16127,15367195,1479,692884
nation,England,E92000001,2022-02-25,19537,16042473,17769,15351068,1768,691405
nation,England,E92000001,2022-02-24,21870,16022936,19792,15333299,2078,689637
nation,England,E92000001,2022-02-23,25996,16001066,23607,15313507,2389,687559
nation,England,E92000001,2022-02-22,27977,15975070,25290,15289900,2687,685170
nation,England,E92000001,2022-02-21,33022,15947093,29901,15264610,3121,682483
nation,England,E92000001,2022-02-20,28375,15914071,25866,15234709,2509,679362
nation,England,E92000001,2022-02-19,26428,15885696,24155,15208843,2273,676853
nation,England,E92000001,2022-02-18,24919,15859268,22661,15184688,2258,674580
nation,England,E92000001,2022-02-17,34143,15834349,30930,15162027,3213,672322
nation,England,E92000001,2022-02-16,39421,15800206,35700,15131097,3721,669109
nation,England,E92000001,2022-02-15,40137,15760785,36331,15095397,3806,665388
nation,England,E92000001,2022-02-14,42433,15720648,38373,15059066,4060,661582
nation,England,E92000001,2022-02-13,32308,15678215,29320,15020693,2988,657522
nation,England,E92000001,2022-02-12,29042,15645907,26541,14991373,2501,654534
nation,England,E92000001,2022-02-11,34942,15616865,31723,14964832,3219,652033
nation,England,E92000001,2022-02-10,41319,15581923,37239,14933109,4080,648814
nation,England,E92000001,2022-02-09,50980,15540604,45929,14895870,5051,644734
nation,England,E92000001,2022-02-08,55408,15489624,49957,14849941,5451,639683
nation,England,E92000001,2022-02-07,62650,15434216,56275,14799984,6375,634232
nation,England,E92000001,2022-02-06,50132,15371566,45144,14743709,4988,627857
nation,England,E92000001,2022-02-05,43230,15321434,39303,14698565,3927,622869
nation,England,E92000001,2022-02-04,52480,15278204,47640,14659262,4840,618942
nation,England,E92000001,2022-02-03,64007,15225724,57715,14611622,6292,614102
nation,England,E92000001,2022-02-02,73891,15161717,66600,14553907,7291,607810
nation,England,E92000001,2022-02-01,78325,15087826,70314,14487307,8011,600519
nation,England,E92000001,2022-01-31,88374,15009501,79353,14416993,9021,592508
nation,England,E92000001,2022-01-30,74833,14921127,67444,14337640,7389,583487
nation,England,E92000001,2022-01-29,63014,14846294,57268,14270196,5746,576098
nation,England,E92000001,2022-01-28,71674,14783280,64854,14212928,6820,570352
nation,England,E92000001,2022-01-27,82707,14711606,74649,14148074,8058,563532
nation,England,E92000001,2022-01-26,93195,14628899,83977,14073425,9218,555474
nation,England,E92000001,2022-01-25,96915,14535704,87302,13989448,9613,546256
nation,England,E92000001,2022-01-24,109200,14438789,98245,13902146,10955,536643
nation,England,E92000001,2022-01-23,88520,14329589,80061,13803901,8459,525688
nation,England,E92000001,2022-01-22,70465,14241069,64172,13723840,6293,517229
nation,England,E92000001,2022-01-21,79004,14170604,71644,13659668,7360,510936
nation,England,E92000001,2022-01-20,86941,14091600,78882,13588024,8059,503576
nation,England,E92000001,2022-01-19,97322,14004659,88137,13509142,9185,495517
nation,England,E92000001,2022-01-18,103188,13907337,93369,13421005,9819,486332
nation,England,E92000001,2022-01-17,114763,13804149,103798,13327636,10965,476513
nation,England,E92000001,2022-01-16,85573,13689386,77665,13223838,7908,465548
